index,host,pair,EA_site,IP_site,PE_site,rd_saAB
900,Zn,PdHg,0.2785,9.3875,2.1,0.5983
901,Zn,PdTl,0.3785,7.2225,1.91,0.5856
902,Zn,AgCd,0.651,8.285,1.81,0.5341
903,Zn,AgIn,0.801,6.681000000000000,1.855,0.52095
904,Zn,AgSn,1.251,7.46,1.945,0.5092
905,Zn,AgHf,0.651,7.2005,1.615,0.72225
906,Zn,AgTa,0.812,7.733,1.715,0.6930500000000000
907,Zn,AgW,1.0585,7.778,2.145,0.6698
908,Zn,AgRe,0.726,7.728,1.915,0.6503
909,Zn,AgOs,1.201,8.138,2.065,0.6340000000000000
910,Zn,AgIr,1.4335,8.338,2.065,0.62135
911,Zn,AgPt,1.715,8.288,2.105,0.6097000000000000
912,Zn,AgAu,1.8055,8.401,2.235,0.59625
913,Zn,AgHg,0.651,9.007,1.965,0.5824
914,Zn,AgTl,0.751,6.842,1.775,0.5697
915,Zn,CdIn,0.15,7.39,1.735,0.5062
916,Zn,CdSn,0.6,8.169,1.825,0.49445
917,Zn,CdHf,0.0,7.909500000000000,1.495,0.7075
918,Zn,CdTa,0.161,8.442,1.595,0.6783
919,Zn,CdW,0.4075,8.487,2.025,0.6550500000000000
920,Zn,CdRe,0.075,8.437,1.795,0.6355500000000000
921,Zn,CdOs,0.55,8.847,1.945,0.61925
922,Zn,CdIr,0.7825,9.047,1.945,0.6066
923,Zn,CdPt,1.064,8.997,1.985,0.59495
924,Zn,CdAu,1.1545,9.11,2.115,0.5815
925,Zn,CdHg,0.0,9.716,1.845,0.56765
926,Zn,CdTl,0.1,7.551,1.655,0.55495
927,Zn,InSn,0.75,6.565,1.87,0.4813
928,Zn,InHf,0.15,6.3055,1.54,0.69435
929,Zn,InTa,0.311,6.838000000000000,1.64,0.66515
930,Zn,InW,0.5575,6.883,2.07,0.6419000000000000
931,Zn,InRe,0.2250000000000000,6.833,1.84,0.6224000000000000
932,Zn,InOs,0.7000000000000000,7.243000000000000,1.99,0.6061
933,Zn,InIr,0.9325,7.443,1.99,0.59345
934,Zn,InPt,1.214,7.393,2.03,0.5818
935,Zn,InAu,1.3045,7.506,2.16,0.56835
936,Zn,InHg,0.15,8.112,1.89,0.5545
937,Zn,InTl,0.25,5.947000000000000,1.7000000000000000,0.5418000000000000
938,Zn,SnHf,0.6,7.0845,1.63,0.6826
939,Zn,SnTa,0.761,7.617,1.73,0.6534
940,Zn,SnW,1.0075000000000000,7.662000000000000,2.16,0.63015
941,Zn,SnRe,0.6750000000000000,7.612,1.93,0.61065
942,Zn,SnOs,1.15,8.022,2.08,0.5943500000000000
943,Zn,SnIr,1.3825000000000000,8.222,2.08,0.5817
944,Zn,SnPt,1.664,8.172,2.12,0.57005
945,Zn,SnAu,1.7545000000000000,8.285,2.25,0.5566
946,Zn,SnHg,0.6,8.891,1.98,0.5427500000000000
947,Zn,SnTl,0.7,6.726,1.79,0.53005
948,Zn,HfTa,0.161,7.3575,1.4,0.8664500000000000
949,Zn,HfW,0.4075,7.4025,1.83,0.8432
950,Zn,HfRe,0.075,7.3525,1.6,0.8237
951,Zn,HfOs,0.55,7.762500000000000,1.75,0.8074000000000000
952,Zn,HfIr,0.7825,7.9625,1.75,0.79475
953,Zn,HfPt,1.064,7.9125,1.79,0.7831000000000000
954,Zn,HfAu,1.1545,8.025500000000000,1.92,0.76965
955,Zn,HfHg,0.0,8.6315,1.65,0.7558
956,Zn,HfTl,0.1,6.4665,1.46,0.7431
957,Zn,TaW,0.5685,7.935,1.93,0.8140000000000000
958,Zn,TaRe,0.236,7.885,1.7,0.7945
959,Zn,TaOs,0.7110000000000000,8.295,1.85,0.7782
960,Zn,TaIr,0.9435,8.495,1.85,0.76555
961,Zn,TaPt,1.225,8.445,1.89,0.7539
962,Zn,TaAu,1.3155,8.558,2.02,0.74045
963,Zn,TaHg,0.161,9.164,1.75,0.7266
964,Zn,TaTl,0.261,6.999,1.56,0.7139
965,Zn,WRe,0.4825,7.93,2.13,0.77125
966,Zn,WOs,0.9575,8.34,2.28,0.75495
967,Zn,WIr,1.19,8.54,2.28,0.7423
968,Zn,WPt,1.4715,8.49,2.32,0.73065
969,Zn,WAu,1.562,8.603000000000000,2.45,0.7172000000000000
970,Zn,WHg,0.4075,9.209,2.18,0.7033500000000000
971,Zn,WTl,0.5075,7.0440000000000000,1.99,0.69065
972,Zn,ReOs,0.625,8.29,2.05,0.7354500000000000
973,Zn,ReIr,0.8575000000000000,8.49,2.05,0.7228
974,Zn,RePt,1.139,8.44,2.09,0.71115
975,Zn,ReAu,1.2295,8.553,2.22,0.6977
976,Zn,ReHg,0.075,9.159,1.95,0.6838500000000000
977,Zn,ReTl,0.175,6.994,1.76,0.67115
978,Zn,OsIr,1.3325,8.900000000000000,2.2,0.7065000000000000
979,Zn,OsPt,1.614,8.85,2.24,0.69485
980,Zn,OsAu,1.7045,8.963000000000000,2.37,0.6814
981,Zn,OsHg,0.55,9.569,2.1,0.66755
982,Zn,OsTl,0.65,7.404,1.91,0.6548500000000000
983,Zn,IrPt,1.8465,9.05,2.24,0.6822000000000000
984,Zn,IrAu,1.937,9.163,2.37,0.66875
985,Zn,IrHg,0.7825,9.769,2.1,0.6549
986,Zn,IrTl,0.8825,7.604000000000000,1.91,0.6422
987,Zn,PtAu,2.2185,9.113,2.41,0.6571
988,Zn,PtHg,1.064,9.719,2.14,0.64325
989,Zn,PtTl,1.164,7.554,1.95,0.6305500000000000
990,Zn,AuHg,1.1545,9.832,2.27,0.6298
991,Zn,AuTl,1.2545000000000000,7.667,2.08,0.6171
992,Zn,HgTl,0.1,8.273,1.81,0.6032500000000000
993,Pd,ScTi,0.1335,6.6945,1.4500000000000000,0.5504
994,Pd,ScV,0.3565,6.6535,1.495,0.52845
995,Pd,ScCr,0.427,6.664,1.51,0.5103500000000000
996,Pd,ScMn,0.094,6.9975000000000000,1.455,0.4948
997,Pd,ScFe,0.1755,7.2315,1.5950000000000000,0.48175
998,Pd,ScCo,0.4245,7.221,1.62,0.4702
999,Pd,ScNi,0.6720000000000000,7.1005,1.635,0.459575
1000,Pd,ScCu,0.708,7.1435,1.63,0.450225
1001,Pd,ScZn,0.094,7.9775,1.505,0.440575
1002,Pd,ScGa,0.244,6.280000000000000,1.585,0.431875
1003,Pd,ScGe,0.769,7.2305,1.685,0.424
1004,Pd,ScY,0.2475,6.389000000000000,1.29,0.76335
1005,Pd,ScZr,0.307,6.5975,1.3450000000000000,0.71345
1006,Pd,ScNb,0.5405,6.66,1.48,0.67745
1007,Pd,ScMo,0.4670000000000000,6.826500000000000,1.7600000000000000,0.6544000000000000
1008,Pd,ScRu,0.619,6.961,1.7800000000000000,0.61435
1009,Pd,ScRh,0.6625,7.01,1.82,0.5971500000000000
1010,Pd,ScAg,0.745,7.0685,1.645,0.5651000000000000
1011,Pd,ScCd,0.094,7.7775,1.525,0.55035
1012,Pd,ScIn,0.244,6.1735,1.57,0.5372
1013,Pd,ScSn,0.694,6.952500000000000,1.66,0.52545
1014,Pd,ScHf,0.094,6.693,1.33,0.7385000000000000
1015,Pd,ScTa,0.255,7.2255,1.4300000000000000,0.7093
1016,Pd,ScW,0.5015,7.2705,1.86,0.68605
1017,Pd,ScRe,0.1690000000000000,7.220500000000000,1.63,0.66655
1018,Pd,ScOs,0.644,7.6305,1.7800000000000000,0.65025
1019,Pd,ScIr,0.8765,7.8305,1.7800000000000000,0.6376
1020,Pd,ScPt,1.158,7.7805,1.82,0.62595
1021,Pd,ScAu,1.2485000000000000,7.8935,1.95,0.6125
1022,Pd,ScHg,0.094,8.499500000000000,1.6800000000000000,0.59865
1023,Pd,ScTl,0.194,6.3345,1.4900000000000000,0.58595
1024,Pd,TiV,0.302,6.787000000000000,1.585,0.4975000000000000
1025,Pd,TiCr,0.3725,6.7975,1.6,0.4794
1026,Pd,TiMn,0.0395,7.131,1.545,0.46385
1027,Pd,TiFe,0.121,7.365,1.685,0.4508
1028,Pd,TiCo,0.37,7.3545,1.71,0.43925
1029,Pd,TiNi,0.6175000000000000,7.234,1.725,0.428625
1030,Pd,TiCu,0.6535,7.277,1.72,0.4192750000000000
1031,Pd,TiZn,0.0395,8.111,1.595,0.409625
1032,Pd,TiGa,0.1895,6.4135,1.675,0.400925
1033,Pd,TiGe,0.7145,7.364000000000000,1.775,0.39305
1034,Pd,TiY,0.193,6.5225,1.38,0.7324000000000000
1035,Pd,TiZr,0.2525,6.731,1.435,0.6825
1036,Pd,TiNb,0.486,6.7935,1.57,0.6465
1037,Pd,TiMo,0.4125,6.96,1.85,0.6234500000000000
1038,Pd,TiRu,0.5645,7.0945,1.87,0.5834000000000000
1039,Pd,TiRh,0.608,7.1435,1.91,0.5662
1040,Pd,TiAg,0.6905,7.202,1.735,0.5341500000000000
1041,Pd,TiCd,0.0395,7.911,1.615,0.5194
1042,Pd,TiIn,0.1895,6.307,1.66,0.50625
1043,Pd,TiSn,0.6395,7.086,1.75,0.4945
1044,Pd,TiHf,0.0395,6.8265,1.42,0.7075500000000000
1045,Pd,TiTa,0.2005,7.359,1.52,0.67835
1046,Pd,TiW,0.4470000000000000,7.404,1.95,0.6551
1047,Pd,TiRe,0.1145000000000000,7.354,1.72,0.6356000000000000
1048,Pd,TiOs,0.5895,7.764000000000000,1.87,0.6193
1049,Pd,TiIr,0.822,7.964,1.87,0.6066500000000000
1050,Pd,TiPt,1.1035,7.914,1.91,0.595
1051,Pd,TiAu,1.1940000000000000,8.027000000000000,2.04,0.58155
1052,Pd,TiHg,0.0395,8.633000000000000,1.77,0.5677
1053,Pd,TiTl,0.1395,6.468,1.58,0.5550000000000000
1054,Pd,VCr,0.5955,6.756500000000000,1.645,0.45745
1055,Pd,VMn,0.2625,7.09,1.59,0.4419000000000000
1056,Pd,VFe,0.344,7.324,1.73,0.4288500000000000
1057,Pd,VCo,0.593,7.3135,1.755,0.4173
1058,Pd,VNi,0.8405,7.193,1.77,0.406675
1059,Pd,VCu,0.8765000000000000,7.236000000000000,1.765,0.397325
1060,Pd,VZn,0.2625,8.07,1.64,0.387675
1061,Pd,VGa,0.4125,6.3725000000000000,1.72,0.3789750000000000
1062,Pd,VGe,0.9375,7.323,1.82,0.3711
1063,Pd,VY,0.416,6.4815000000000000,1.4250000000000000,0.71045
1064,Pd,VZr,0.4755,6.69,1.48,0.66055
1065,Pd,VNb,0.7090000000000000,6.7525,1.615,0.6245500000000000
1066,Pd,VMo,0.6355,6.9190000000000000,1.895,0.6015
1067,Pd,VRu,0.7875000000000000,7.0535,1.915,0.56145
1068,Pd,VRh,0.831,7.1025,1.955,0.54425
1069,Pd,VAg,0.9135,7.161,1.7800000000000000,0.5122
1070,Pd,VCd,0.2625,7.87,1.66,0.4974500000000000
1071,Pd,VIn,0.4125,6.266,1.705,0.4843000000000000
1072,Pd,VSn,0.8625,7.045,1.795,0.47255
1073,Pd,VHf,0.2625,6.785500000000000,1.465,0.6856
1074,Pd,VTa,0.4235,7.318,1.565,0.6564
1075,Pd,VW,0.6700000000000000,7.363,1.995,0.63315
1076,Pd,VRe,0.3375,7.313000000000000,1.765,0.61365
1077,Pd,VOs,0.8125,7.723,1.915,0.5973500000000000
1078,Pd,VIr,1.045,7.923,1.915,0.5847
1079,Pd,VPt,1.3265,7.873,1.955,0.57305
1080,Pd,VAu,1.417,7.986000000000000,2.085,0.5596
1081,Pd,VHg,0.2625,8.592,1.815,0.54575
1082,Pd,VTl,0.3625,6.427,1.625,0.53305
1083,Pd,CrMn,0.333,7.1005,1.605,0.4238
1084,Pd,CrFe,0.4145,7.3345,1.745,0.41075
1085,Pd,CrCo,0.6635,7.324,1.77,0.3992
1086,Pd,CrNi,0.911,7.2035,1.785,0.388575
1087,Pd,CrCu,0.947,7.2465,1.7800000000000000,0.379225
1088,Pd,CrZn,0.333,8.0805,1.6550000000000000,0.369575
1089,Pd,CrGa,0.483,6.383,1.735,0.360875
1090,Pd,CrGe,1.008,7.333500000000000,1.835,0.353
1091,Pd,CrY,0.4865,6.492,1.44,0.69235
1092,Pd,CrZr,0.546,6.7005,1.495,0.64245
1093,Pd,CrNb,0.7795000000000000,6.763,1.63,0.6064500000000000
1094,Pd,CrMo,0.706,6.9295,1.91,0.5834
1095,Pd,CrRu,0.8580000000000000,7.064,1.93,0.54335
1096,Pd,CrRh,0.9015,7.113,1.97,0.52615
1097,Pd,CrAg,0.984,7.1715,1.795,0.4941
1098,Pd,CrCd,0.333,7.8805,1.6750000000000000,0.47935
1099,Pd,CrIn,0.483,6.2765,1.72,0.4662
1100,Pd,CrSn,0.933,7.0555,1.81,0.45445
1101,Pd,CrHf,0.333,6.796,1.48,0.6675
1102,Pd,CrTa,0.494,7.3285,1.58,0.6383000000000000
1103,Pd,CrW,0.7405000000000000,7.3735,2.01,0.61505
1104,Pd,CrRe,0.408,7.3235,1.7800000000000000,0.59555
1105,Pd,CrOs,0.883,7.733500000000000,1.93,0.57925
1106,Pd,CrIr,1.1155,7.9335,1.93,0.5666
1107,Pd,CrPt,1.397,7.8835,1.97,0.55495
1108,Pd,CrAu,1.4875,7.996500000000000,2.1,0.5415000000000000
1109,Pd,CrHg,0.333,8.602500000000000,1.83,0.52765
1110,Pd,CrTl,0.433,6.4375,1.64,0.51495
1111,Pd,MnFe,0.0815,7.668,1.69,0.3952
1112,Pd,MnCo,0.3305,7.657500000000000,1.715,0.38365
1113,Pd,MnNi,0.578,7.537,1.73,0.373025
1114,Pd,MnCu,0.614,7.58,1.725,0.3636750000000000
1115,Pd,MnZn,0.0,8.414,1.6,0.354025
1116,Pd,MnGa,0.15,6.7165,1.6800000000000000,0.345325
1117,Pd,MnGe,0.675,7.667,1.7800000000000000,0.33745
1118,Pd,MnY,0.1535,6.8255,1.385,0.6768000000000000
1119,Pd,MnZr,0.213,7.034000000000000,1.44,0.6269
1120,Pd,MnNb,0.4465,7.096500000000000,1.5750000000000000,0.5909
1121,Pd,MnMo,0.373,7.263,1.855,0.56785
1122,Pd,MnRu,0.525,7.3975,1.875,0.5278
1123,Pd,MnRh,0.5685,7.4465,1.915,0.5106000000000000
1124,Pd,MnAg,0.651,7.505,1.74,0.47855
1125,Pd,MnCd,0.0,8.214,1.62,0.4638
1126,Pd,MnIn,0.15,6.610000000000000,1.665,0.45065
1127,Pd,MnSn,0.6,7.389,1.755,0.4389
1128,Pd,MnHf,0.0,7.1295,1.425,0.65195
1129,Pd,MnTa,0.161,7.662,1.525,0.62275
1130,Pd,MnW,0.4075,7.707000000000000,1.955,0.5995000000000000
1131,Pd,MnRe,0.075,7.657,1.725,0.5800000000000000
1132,Pd,MnOs,0.55,8.067,1.875,0.5637
1133,Pd,MnIr,0.7825,8.267,1.875,0.55105
1134,Pd,MnPt,1.064,8.217,1.915,0.5394
1135,Pd,MnAu,1.1545,8.33,2.045,0.52595
1136,Pd,MnHg,0.0,8.936,1.775,0.5121
1137,Pd,MnTl,0.1,6.771,1.585,0.4994
1138,Pd,FeCo,0.412,7.891500000000000,1.855,0.3706
1139,Pd,FeNi,0.6595,7.771,1.87,0.359975
1140,Pd,FeCu,0.6955,7.814,1.865,0.3506250000000000
1141,Pd,FeZn,0.0815,8.648,1.74,0.340975
1142,Pd,FeGa,0.2315000000000000,6.9505,1.82,0.332275
1143,Pd,FeGe,0.7565000000000000,7.901,1.92,0.3244
1144,Pd,FeY,0.235,7.0595,1.525,0.6637500000000000
1145,Pd,FeZr,0.2945,7.268000000000000,1.58,0.61385
1146,Pd,FeNb,0.528,7.330500000000000,1.715,0.57785
1147,Pd,FeMo,0.4545,7.497,1.995,0.5548
1148,Pd,FeRu,0.6065,7.6315,2.015,0.51475
1149,Pd,FeRh,0.65,7.6805,2.055,0.49755
1150,Pd,FeAg,0.7325,7.739,1.88,0.4655000000000000
1151,Pd,FeCd,0.0815,8.448,1.76,0.45075
1152,Pd,FeIn,0.2315000000000000,6.844000000000000,1.805,0.4376
1153,Pd,FeSn,0.6815,7.623,1.895,0.42585
1154,Pd,FeHf,0.0815,7.3635,1.565,0.6389
1155,Pd,FeTa,0.2425,7.896,1.665,0.6097
1156,Pd,FeW,0.489,7.941000000000000,2.095,0.5864500000000000
1157,Pd,FeRe,0.1565,7.891,1.865,0.5669500000000000
1158,Pd,FeOs,0.6315000000000000,8.301,2.015,0.55065
1159,Pd,FeIr,0.864,8.501,2.015,0.538
1160,Pd,FePt,1.1455,8.451,2.055,0.52635
1161,Pd,FeAu,1.236,8.564,2.185,0.5129
1162,Pd,FeHg,0.0815,9.17,1.915,0.49905
1163,Pd,FeTl,0.1815,7.005,1.725,0.48635
1164,Pd,CoNi,0.9085,7.7605,1.895,0.348425
1165,Pd,CoCu,0.9445,7.8035,1.89,0.339075
1166,Pd,CoZn,0.3305,8.6375,1.765,0.3294250000000000
1167,Pd,CoGa,0.4805,6.94,1.845,0.320725
1168,Pd,CoGe,1.0055,7.8905,1.945,0.3128500000000000
1169,Pd,CoY,0.484,7.049,1.5500000000000000,0.6522
1170,Pd,CoZr,0.5435,7.2575,1.605,0.6023000000000000
1171,Pd,CoNb,0.777,7.32,1.74,0.5663
1172,Pd,CoMo,0.7035,7.486500000000000,2.02,0.54325
1173,Pd,CoRu,0.8555,7.621,2.04,0.5032
1174,Pd,CoRh,0.899,7.67,2.08,0.486
1175,Pd,CoAg,0.9815,7.7285,1.905,0.4539500000000000
1176,Pd,CoCd,0.3305,8.4375,1.785,0.4392
1177,Pd,CoIn,0.4805,6.8335,1.83,0.42605
1178,Pd,CoSn,0.9305,7.612500000000000,1.92,0.4143
1179,Pd,CoHf,0.3305,7.353,1.59,0.62735
1180,Pd,CoTa,0.4915,7.8855,1.69,0.59815
1181,Pd,CoW,0.738,7.9305,2.12,0.5749
1182,Pd,CoRe,0.4055,7.8805,1.89,0.5554
1183,Pd,CoOs,0.8805000000000000,8.2905,2.04,0.5391000000000000
1184,Pd,CoIr,1.113,8.4905,2.04,0.52645
1185,Pd,CoPt,1.3945,8.4405,2.08,0.5148000000000000
1186,Pd,CoAu,1.485,8.5535,2.21,0.50135
1187,Pd,CoHg,0.3305,9.1595,1.94,0.4875
1188,Pd,CoTl,0.4305,6.9945,1.75,0.4748
1189,Pd,NiCu,1.192,7.683,1.905,0.32845
1190,Pd,NiZn,0.578,8.517,1.7800000000000000,0.3188
1191,Pd,NiGa,0.728,6.8195,1.86,0.3101
1192,Pd,NiGe,1.253,7.77,1.96,0.3022250000000000
1193,Pd,NiY,0.7315000000000000,6.9285,1.565,0.641575
1194,Pd,NiZr,0.7910000000000000,7.1370000000000000,1.62,0.591675
1195,Pd,NiNb,1.0245,7.1995000000000000,1.755,0.5556750000000000
1196,Pd,NiMo,0.951,7.366,2.035,0.532625
1197,Pd,NiRu,1.103,7.5005,2.055,0.492575
1198,Pd,NiRh,1.1465,7.5495,2.095,0.475375
1199,Pd,NiAg,1.229,7.608,1.92,0.4433250000000000
1200,Pd,NiCd,0.578,8.317,1.8000000000000000,0.428575
1201,Pd,NiIn,0.728,6.713000000000000,1.845,0.415425
1202,Pd,NiSn,1.178,7.492,1.935,0.403675
1203,Pd,NiHf,0.578,7.2325,1.605,0.616725
1204,Pd,NiTa,0.739,7.765,1.705,0.5875250000000000
1205,Pd,NiW,0.9855,7.81,2.135,0.564275
1206,Pd,NiRe,0.6530000000000000,7.76,1.905,0.544775
1207,Pd,NiOs,1.128,8.17,2.055,0.528475
1208,Pd,NiIr,1.3605,8.37,2.055,0.515825
1209,Pd,NiPt,1.642,8.32,2.095,0.504175
1210,Pd,NiAu,1.7325,8.433,2.225,0.490725
1211,Pd,NiHg,0.578,9.039,1.955,0.476875
1212,Pd,NiTl,0.6780000000000000,6.874,1.765,0.464175
1213,Pd,CuZn,0.614,8.56,1.775,0.30945
1214,Pd,CuGa,0.764,6.8625,1.855,0.3007500000000000
1215,Pd,CuGe,1.289,7.813000000000000,1.955,0.292875
1216,Pd,CuY,0.7675,6.9715,1.56,0.632225
1217,Pd,CuZr,0.827,7.18,1.615,0.582325
1218,Pd,CuNb,1.0605,7.2425,1.75,0.546325
1219,Pd,CuMo,0.987,7.409,2.03,0.523275
1220,Pd,CuRu,1.139,7.5435,2.05,0.483225
1221,Pd,CuRh,1.1825,7.592500000000000,2.09,0.466025
1222,Pd,CuAg,1.265,7.651,1.915,0.433975
1223,Pd,CuCd,0.614,8.36,1.795,0.4192250000000000
1224,Pd,CuIn,0.764,6.756,1.84,0.4060750000000000
1225,Pd,CuSn,1.214,7.535,1.93,0.394325
1226,Pd,CuHf,0.614,7.2755,1.6,0.607375
1227,Pd,CuTa,0.775,7.808,1.7,0.578175
1228,Pd,CuW,1.0215,7.853,2.13,0.554925
1229,Pd,CuRe,0.689,7.803,1.9,0.535425
1230,Pd,CuOs,1.164,8.213,2.05,0.519125
1231,Pd,CuIr,1.3965,8.413,2.05,0.506475
1232,Pd,CuPt,1.678,8.363,2.09,0.4948250000000000
1233,Pd,CuAu,1.7685,8.476,2.22,0.481375
1234,Pd,CuHg,0.614,9.082,1.95,0.4675250000000000
1235,Pd,CuTl,0.714,6.917,1.76,0.454825
1236,Pd,ZnGa,0.15,7.6965,1.73,0.2911
1237,Pd,ZnGe,0.675,8.647,1.83,0.283225
1238,Pd,ZnY,0.1535,7.8055,1.435,0.622575
1239,Pd,ZnZr,0.213,8.014,1.49,0.572675
1240,Pd,ZnNb,0.4465,8.0765,1.625,0.536675
1241,Pd,ZnMo,0.373,8.243,1.905,0.513625
1242,Pd,ZnRu,0.525,8.3775,1.925,0.4735750000000000
1243,Pd,ZnRh,0.5685,8.4265,1.965,0.456375
1244,Pd,ZnAg,0.651,8.485,1.79,0.4243250000000000
1245,Pd,ZnCd,0.0,9.194,1.67,0.409575
1246,Pd,ZnIn,0.15,7.59,1.715,0.396425
1247,Pd,ZnSn,0.6,8.369,1.805,0.384675
1248,Pd,ZnHf,0.0,8.1095,1.475,0.597725
1249,Pd,ZnTa,0.161,8.642,1.575,0.5685250000000000
1250,Pd,ZnW,0.4075,8.687000000000000,2.005,0.545275
1251,Pd,ZnRe,0.075,8.637,1.775,0.525775
1252,Pd,ZnOs,0.55,9.047,1.925,0.509475
1253,Pd,ZnIr,0.7825,9.247,1.925,0.4968250000000000
1254,Pd,ZnPt,1.064,9.197,1.965,0.485175
1255,Pd,ZnAu,1.1545,9.31,2.095,0.471725
1256,Pd,ZnHg,0.0,9.916,1.825,0.457875
1257,Pd,ZnTl,0.1,7.751000000000000,1.635,0.445175
1258,Pd,GaGe,0.8250000000000000,6.9495000000000000,1.91,0.274525
1259,Pd,GaY,0.3035,6.108,1.515,0.613875
1260,Pd,GaZr,0.363,6.3165,1.57,0.563975
1261,Pd,GaNb,0.5965,6.379,1.705,0.527975
1262,Pd,GaMo,0.523,6.5455,1.985,0.5049250000000000
1263,Pd,GaRu,0.675,6.68,2.005,0.464875
1264,Pd,GaRh,0.7185,6.729000000000000,2.045,0.447675
1265,Pd,GaAg,0.801,6.7875,1.87,0.4156250000000000
1266,Pd,GaCd,0.15,7.496500000000000,1.75,0.400875
1267,Pd,GaIn,0.3,5.8925,1.795,0.387725
1268,Pd,GaSn,0.75,6.6715,1.885,0.375975
1269,Pd,GaHf,0.15,6.412,1.5550000000000000,0.5890250000000000
1270,Pd,GaTa,0.311,6.9445,1.655,0.559825
1271,Pd,GaW,0.5575,6.9895,2.085,0.536575
1272,Pd,GaRe,0.2250000000000000,6.9395,1.855,0.517075
1273,Pd,GaOs,0.7000000000000000,7.349500000000000,2.005,0.500775
1274,Pd,GaIr,0.9325,7.5495,2.005,0.488125
1275,Pd,GaPt,1.214,7.499500000000000,2.045,0.476475
1276,Pd,GaAu,1.3045,7.612500000000000,2.175,0.463025
1277,Pd,GaHg,0.15,8.2185,1.905,0.449175
1278,Pd,GaTl,0.25,6.0535,1.715,0.436475
1279,Pd,GeY,0.8285,7.0585,1.6150000000000000,0.606
1280,Pd,GeZr,0.888,7.267,1.67,0.5561
1281,Pd,GeNb,1.1215000000000000,7.3295,1.805,0.5201
1282,Pd,GeMo,1.048,7.496,2.085,0.49705
1283,Pd,GeRu,1.2000000000000000,7.6305,2.105,0.4570000000000000
1284,Pd,GeRh,1.2435,7.6795,2.145,0.4398000000000000
1285,Pd,GeAg,1.326,7.738000000000000,1.97,0.4077500000000000
1286,Pd,GeCd,0.675,8.447,1.85,0.393
1287,Pd,GeIn,0.8250000000000000,6.843,1.895,0.37985
1288,Pd,GeSn,1.275,7.622,1.985,0.3681
1289,Pd,GeHf,0.675,7.362500000000000,1.6550000000000000,0.5811500000000000
1290,Pd,GeTa,0.8360000000000000,7.895,1.755,0.55195
1291,Pd,GeW,1.0825,7.94,2.185,0.5287
1292,Pd,GeRe,0.75,7.890000000000000,1.955,0.5092
1293,Pd,GeOs,1.225,8.3,2.105,0.4929
1294,Pd,GeIr,1.4575,8.5,2.105,0.4802500000000000
1295,Pd,GePt,1.739,8.45,2.145,0.4686
1296,Pd,GeAu,1.8295,8.563,2.275,0.45515
1297,Pd,GeHg,0.675,9.169,2.005,0.4413
1298,Pd,GeTl,0.775,7.004,1.815,0.4286
1299,Pd,YZr,0.3665,6.4255,1.275,0.8954500000000000
1300,Pd,YNb,0.6,6.488,1.41,0.85945
1301,Pd,YMo,0.5265,6.6545,1.69,0.8364
1302,Pd,YRu,0.6785,6.789,1.71,0.79635
1303,Pd,YRh,0.722,6.838000000000000,1.75,0.77915
1304,Pd,YAg,0.8045,6.8965,1.575,0.7471
1305,Pd,YCd,0.1535,7.605500000000000,1.455,0.7323500000000000
1306,Pd,YIn,0.3035,6.0015,1.5,0.7192000000000000
1307,Pd,YSn,0.7535,6.7805,1.59,0.70745
1308,Pd,YHf,0.1535,6.521,1.26,0.9205
1309,Pd,YTa,0.3145,7.0535,1.36,0.8913
1310,Pd,YW,0.5610000000000000,7.0985,1.79,0.86805
1311,Pd,YRe,0.2285000000000000,7.0485,1.56,0.84855
1312,Pd,YOs,0.7035,7.458500000000000,1.71,0.8322500000000000
1313,Pd,YIr,0.936,7.6585,1.71,0.8196
1314,Pd,YPt,1.2175,7.608500000000000,1.75,0.80795
1315,Pd,YAu,1.308,7.721500000000000,1.88,0.7945
1316,Pd,YHg,0.1535,8.3275,1.61,0.7806500000000000
1317,Pd,YTl,0.2535,6.1625,1.42,0.76795
1318,Pd,ZrNb,0.6595,6.6965,1.465,0.80955
1319,Pd,ZrMo,0.586,6.863,1.745,0.7865
1320,Pd,ZrRu,0.738,6.9975000000000000,1.765,0.7464500000000000
1321,Pd,ZrRh,0.7815,7.0465,1.805,0.72925
1322,Pd,ZrAg,0.864,7.105,1.63,0.6972
1323,Pd,ZrCd,0.213,7.814,1.51,0.68245
1324,Pd,ZrIn,0.363,6.21,1.5550000000000000,0.6693
1325,Pd,ZrSn,0.813,6.989000000000000,1.645,0.6575500000000000
1326,Pd,ZrHf,0.213,6.7295,1.315,0.8706
1327,Pd,ZrTa,0.374,7.262,1.415,0.8414
1328,Pd,ZrW,0.6205000000000000,7.307,1.845,0.8181500000000000
1329,Pd,ZrRe,0.288,7.257,1.615,0.7986500000000000
1330,Pd,ZrOs,0.763,7.667,1.765,0.78235
1331,Pd,ZrIr,0.9955,7.867,1.765,0.7697
1332,Pd,ZrPt,1.277,7.817,1.805,0.75805
1333,Pd,ZrAu,1.3675000000000000,7.930000000000000,1.935,0.7446
1334,Pd,ZrHg,0.213,8.536000000000000,1.665,0.73075
1335,Pd,ZrTl,0.313,6.371,1.475,0.7180500000000000
1336,Pd,NbMo,0.8195,6.9255,1.88,0.7505
1337,Pd,NbRu,0.9715,7.0600000000000000,1.9,0.71045
1338,Pd,NbRh,1.015,7.109,1.94,0.6932500000000000
1339,Pd,NbAg,1.0975,7.1675,1.765,0.6612
